"NID","CaseID","CaseDT","EventName","DisasterMainType","DisasterSubType","Coordinate","WGS84_lon","WGS84_lat","CityName","TownName","Address","CaseDescription","DeathNo","MissingNo","InjuredNo","TrappedNo","ShelterNo","CaseStatus","GeometryType","SourceType","CaseInformer","Is_Traffic","Is_Serious","nTWD97_X","nTWD97_Y","WriteDateTime"
186769,"122017060000481","2017-06-21T11:00:37","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.311668,23.693753",120.311668,23.693753,"雲林縣","褒忠鄉  ","雲林縣褒忠鄉中民村","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",179802.12,2621277.27,"2017-06-21T11:27:00"
186770,"042017060002430","2017-06-21T11:00:28","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.700648,23.854376",120.700648,23.854376,"南投縣","名間鄉  ","[南投縣名間鄉仁和村10鄰34之1號]","南投縣名間鄉仁和村山腳巷因毫雨造成排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",219509.18,2638928.05,"2017-06-21T11:27:00"
186771,"042017060002429","2017-06-21T11:00:11","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","121.80039882659912,24.465534484881914",121.800399,24.465534,"宜蘭縣","南澳鄉  ","宜蘭縣南澳鄉[宜蘭縣南澳鄉南澳村]","台鐵南澳站部分路段因大雨造成水淹過軌道，導致南澳地區列車全面停駛。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",331139.98,2706816.04,"2017-06-21T11:27:00"
186772,"042017060002426","2017-06-21T11:00:10","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.03835105895996,23.137676505184825,121.03414535522461,23.15164581234948,121.02736473083496,23.148804715279525",121.038351,23.137677,"臺東縣","海端鄉  ","臺東縣海端鄉[臺東縣海端鄉霧鹿村]","大雨導致於台東縣海端鄉XX溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"已處理","面","災情查報WEB","","否","否",253927.46,2559529.1,"2017-06-21T11:27:00"
187144,"122017060000654","2017-06-21T11:00:02","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","121.533203,24.983995",121.533203,24.983995,"新北市","新店區  ","新北市新店區永和營業所","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",303828.98,2764110.61,"2017-06-21T11:57:00"
186773,"042017060002421","2017-06-21T10:59:21","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.61474503988,24.1398076455536",120.614745,24.139808,"臺中市","南屯區  ","臺中市南屯區","臺中市南屯區知高橋水位因達ㄧ級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",210845.8,2670560.4,"2017-06-21T11:27:00"
186774,"122017060000473","2017-06-21T10:59:20","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.664908,24.154112",120.664908,24.154112,"臺中市","西區   ","臺中市西區臺12臺灣大道一段","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",215947.8,2672131.5,"2017-06-21T11:27:00"
187145,"122017060000641","2017-06-21T10:59:10","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.728097,24.094282",120.728097,24.094282,"臺中市","大里區  ","臺中市大里區久居街","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",222356.28,2665491.43,"2017-06-21T11:57:00"
187632,"122017060001125","2017-06-21T10:59:09","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.247138,23.032547",120.247138,23.032547,"臺南市","永康區  ","臺南市永康區南142中正路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",172839.36,2548085.51,"2017-06-21T15:28:00"
187633,"122017060001123","2017-06-21T10:59:09","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.247138,23.032547",120.247138,23.032547,"臺南市","永康區  ","臺南市永康區南142中正路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",172839.36,2548085.51,"2017-06-21T15:28:00"
186775,"042017060002407","2017-06-21T10:58:48","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.41535973548889,23.340699410952347",120.41536,23.340699,"臺南市","白河區  ","臺南市白河區[臺南市白河區河東里]","臺南市白河區河東里西勢尾社區因豪雨導致排水溝宣洩不及，附近5戶民宅水淹及膝。",0,0,0,0,0,"已處理","點","災情查報WEB","","否","否",190217.96,2582131.44,"2017-06-21T11:27:00"
186776,"042017060002423","2017-06-21T10:58:40","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.552002,23.705898",120.552002,23.705898,"雲林縣","斗六市  ","雲林縣斗六市成功里","斗六市成功里社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"已處理","點","災情查報WEB","","否","否",204316.66,2622524.6,"2017-06-21T11:27:00"
186777,"042017060002419","2017-06-21T10:58:10","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.621046721599,23.6329974807867",120.621047,23.632997,"雲林縣","古坑鄉  ","雲林縣古坑鄉水碓南橋","雲林縣古坑鄉水碓南橋水位因一級警戒水位,目前已封橋作業,暫時禁止人車通行",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",211335.94,2614430.87,"2017-06-21T11:27:00"
186778,"122017060000475","2017-06-21T10:58:05","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.483757,22.664325",120.483757,22.664325,"屏東縣","屏東市  ","屏東縣屏東市臺24自由路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",196948.29,2507205.73,"2017-06-21T11:27:00"
186779,"072017060000242","2017-06-21T10:57:59","106年6月EMIC操作演練中央專案","民生、基礎設施災情","路燈故障","120.16658191885838,22.992052267093932",120.166582,22.992052,"臺南市","安平區  ","台南市安平區永華路二段898號"," ",0,0,0,0,0,"待處理","點","119消防署派遣系統","","否","否",164557.3,2543645.8,"2017-06-21T11:27:00"
187418,"072017060000249","2017-06-21T10:57:59","106年6月EMIC操作演練中央專案","民生、基礎設施災情","路燈故障","120.16658191885838,22.992052267093932",120.166582,22.992052,"臺南市","安平區  ","台南市安平區永華路二段898號"," 119 ====================  119",0,0,0,0,0,"待處理","點","119消防署派遣系統","","否","否",164557.3,2543645.8,"2017-06-21T12:27:00"
186780,"122017060000472","2017-06-21T10:57:50","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.682395,24.093033",120.682395,24.093033,"臺中市","大里區  ","臺中市大里區中105大衛路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",217709.52,2665362.86,"2017-06-21T11:27:00"
187419,"122017060000754","2017-06-21T10:57:50","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.682395,24.093033",120.682395,24.093033,"臺中市","大里區  ","臺中市大里區中105大衛路","路樹倒塌 ==================== 路樹倒塌 ",0,0,0,0,0,"處理中","點","企業通報-TCAT","TCAT","否","否",217709.52,2665362.86,"2017-06-21T12:27:00"
186781,"122017060000503","2017-06-21T10:57:45","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.680908,24.094790",120.680908,24.09479,"臺中市","大里區  ","臺中市大里區中105大衛路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",217558.78,2665557.79,"2017-06-21T11:27:00"
187146,"122017060000686","2017-06-21T10:57:27","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.319672,22.658153",120.319672,22.658153,"高雄市","三民區  ","高雄市三民區三民營業所","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",180082.48,2506590.13,"2017-06-21T11:57:00"
187147,"122017060000715","2017-06-21T10:57:25","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.547088,24.974992",121.547088,24.974992,"新北市","新店區  ","新北市新店區寶興里","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",305234.78,2763118.98,"2017-06-21T11:57:00"
186782,"042017060002410","2017-06-21T10:57:16","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.78594708442688,24.474572130643615",121.785947,24.474572,"宜蘭縣","南澳鄉  ","宜蘭縣南澳鄉[宜蘭縣南澳鄉碧候村4鄰信義路陽明巷2之1號]","宜蘭縣南澳鄉信義路碧候社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",329669.2,2707808.66,"2017-06-21T11:27:00"
186783,"072017060000240","2017-06-21T10:57:11","106年6月EMIC操作演練中央專案","其他災情","其他","120.16658191885838,22.992052267093932",120.166582,22.992052,"臺南市","安平區  ","台南市安平區永華路二段898號"," ",0,0,0,0,0,"待處理","點","119消防署派遣系統","","否","否",164557.3,2543645.8,"2017-06-21T11:27:00"
186784,"042017060002409","2017-06-21T10:57:09","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.1194396018982,23.133101141994665",121.11944,23.133101,"臺東縣","海端鄉  ","臺東縣海端鄉[臺東縣海端鄉海端村]","台東縣海端鄉XX橋水未因達一級警戒水未，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"已處理","點","災情查報WEB","","是","否",262231.99,2559026.94,"2017-06-21T11:27:00"
186785,"132017060000102","2017-06-21T10:57:09","106年6月EMIC操作演練中央專案","積淹水災情","房屋積淹水","120.9026056811,22.3772088322964",120.902606,22.377209,"臺東縣","大武鄉  ","臺東縣","大武市區公車站前積淹水約30公分。",0,0,0,0,0,"待處理","點","新聞監看","","否","否",239970.67,2475325.57,"2017-06-21T11:27:00"
186786,"042017060002428","2017-06-21T10:56:56","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.238952807074,22.7739507664101",120.238953,22.773951,"高雄市","彌陀區  ","高雄市彌陀區","南安國小前道路積淹水30cm",0,0,1,0,0,"未指派","點","災情查報WEB","","否","否",171852.39,2519453.31,"2017-06-21T11:27:00"
186787,"042017060002416","2017-06-21T10:56:17","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.650927,24.148718",120.650927,24.148718,"臺中市","南屯區  ","臺中市南屯區惠中里大墩路 惠宇敦品社區","台中市南屯區惠中里惠宇敦品社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",214525.54,2671537.59,"2017-06-21T11:27:00"
186788,"042017060002424","2017-06-21T10:55:40","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.39889633655548,23.786167842063612",120.398896,23.786168,"雲林縣","二崙鄉  ","雲林縣二崙鄉[雲林縣二崙鄉大義村4鄰大義路69號]","接獲民眾通報二崙鄉大義村大義路與大義街口一棵約3公尺路樹遭強風吹倒，砸中一輛停放路旁的小貨車，所幸現場無人傷亡。",0,0,0,0,0,"已處理","點","災情查報WEB","","否","是",188741.36,2631471.76,"2017-06-21T11:27:00"
186789,"042017060002404","2017-06-21T10:55:37","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","119.941632905913,26.1567316303792",119.941633,26.156732,"連江縣","南竿鄉  ","連江縣南竿鄉","民眾通報連江縣福沃港因颱風過境，漁港滿佈長浪挾帶石塊造成公共設施損壞。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",144186.58,2894340.17,"2017-06-21T11:27:00"
186790,"042017060002422","2017-06-21T10:55:35","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","121.17515444755554,24.034338727287363",121.175154,24.034339,"南投縣","仁愛鄉  ","南投縣仁愛鄉[南投縣仁愛鄉精英村]","民眾通報南投縣仁愛鄉雲龍橋出入口因颱風過境，橋頭因排水不佳造成該段路基流失,下陷。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",267815.79,2658837.14,"2017-06-21T11:27:00"
186791,"042017060002403","2017-06-21T10:54:53","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.307428,22.593132",120.307428,22.593132,"高雄市","前鎮區  ","高雄市前鎮區凱旋四路119號","於上述地點發生災情。(高雄市政府消防局填報)",0,0,1,0,0,"未指派","點","災情查報WEB","","是","是",178790.63,2499395.94,"2017-06-21T11:27:00"
186792,"122017060000533","2017-06-21T10:54:51","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.401527,23.326660",120.401527,23.32666,"臺南市","東山區  ","臺南市東山區龍鳳二街","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",188797.02,2580582.47,"2017-06-21T11:27:00"
186793,"042017060002390","2017-06-21T10:54:34","106年6月EMIC操作演練中央專案","道路、隧道災情","其他","119.951517,26.160609",119.951517,26.160609,"連江縣","南竿鄉  ","連江縣南竿鄉介壽村","中央大道因颱風過境，沿線多處樹木傾倒及邊坡土石滑落，造成道路阻塞無法正常通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",145178.31,2894761.74,"2017-06-21T11:27:00"
186794,"042017060002389","2017-06-21T10:54:02","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.610485,24.138986",120.610485,24.138986,"臺中市","南屯區  ","臺中市南屯區義芳街80號","道路路面掏空",0,0,0,0,0,"未指派","點","災情查報WEB","","是","是",210412.59,2670470.6,"2017-06-21T11:27:00"
186795,"122017060000500","2017-06-21T10:54:02","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.655608,23.022325",120.655608,23.022325,"高雄市","六龜區  ","高雄縣六龜區高131","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",214701.25,2546796.73,"2017-06-21T11:27:00"
187148,"122017060000593","2017-06-21T10:54:02","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.380340,22.760917",120.38034,22.760917,"高雄市","燕巢區  ","高雄市燕巢區橫山村","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",186365.04,2517942.3,"2017-06-21T11:57:00"
186796,"042017060002402","2017-06-21T10:53:52","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.23009990995,23.5686125353227",120.2301,23.568613,"雲林縣","水林鄉  ","雲林縣水林鄉","水林鄉文化路文化社區因豪雨導致排水不良，排水溝宣洩不急，附近12戶民宅水淹及膝。",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",171408.61,2607460.67,"2017-06-21T11:27:00"
186797,"122017060000455","2017-06-21T10:53:46","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.229248,23.641853",120.229248,23.641853,"雲林縣","四湖鄉  ","雲林縣四湖鄉雲113五港路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",171365.35,2615572.4,"2017-06-21T11:27:00"
186798,"042017060002406","2017-06-21T10:53:44","106年6月EMIC操作演練中央專案","其他災情","人員落水","120.381183,23.292709",120.381183,23.292709,"臺南市","東山區  ","臺南市東山區東河里","大雨導致於臺南市東山區東河里內水浚溝渠水暴漲。1名區民不甚跌落遭大水沖走仍未有消息",0,1,0,0,0,"未指派","點","災情查報WEB","","否","否",186700.41,2576831.43,"2017-06-21T11:27:00"
187420,"132017060000108","2017-06-21T10:53:43","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.674348341687,24.7380357092725",121.674348,24.738036,"宜蘭縣","員山鄉  ","宜蘭縣","宜蘭縣員山鄉員山路二段300號附近積淹水，人車無法通行。",0,0,0,0,0,"處理中","點","新聞監看","","否","否",318213.36,2736930.42,"2017-06-21T12:27:00"
186799,"122017060000495","2017-06-21T10:53:11","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.204658,23.196147",120.204658,23.196147,"臺南市","麻豆區  ","臺南市麻豆區港尾里","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",168584.14,2566225.91,"2017-06-21T11:27:00"
186800,"042017060002455","2017-06-21T10:52:43","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","121.755518,25.129319",121.755518,25.129319,"基隆市","信義區  ","基隆市信義區信二路90號","樹 ==================== 大樹倒 ",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",326183.39,2780314.61,"2017-06-21T11:27:00"
